"src/sprites/items/royaljelly.png","item","Royal Jelly","Honeyworks (Sunny Meadow)","chain-honey","Royal Jelly — a glowing golden orb of royal jelly on a tiny gold stand. Step 6 of 7 in the ""Honeyworks"" merge chain, so it must read as a showpiece: ornate, glowing, a few floating motes of light. One step up from the Beehive, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/honeypalace.png","item","Honey Palace","Honeyworks (Sunny Meadow)","chain-honey","Honey Palace — a tall honeycomb tower with golden domes and happy little bees. Step 7 of 7 in the ""Honeyworks"" merge chain, so it must read as the crown of the chain: a small monument, radiant, unmistakably the best. One step up from the Royal Jelly, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/caplet.png","item","Tiny Cap","Forest Floor (Sunny Meadow)","chain-mush","Tiny Cap — a tiny single mushroom button. Step 1 of 5 in the ""Forest Floor"" merge chain, so it must read as the smallest, plainest thing in its chain — tiny, humble, no decoration. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/toadstool.png","item","Toadstool","Forest Floor (Sunny Meadow)","chain-mush","Toadstool — a red-capped toadstool with cream spots. Step 2 of 5 in the ""Forest Floor"" merge chain, so it must read as clearly made, not found: neat shape, one small metal or painted detail. One step up from the Tiny Cap, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/mushring.png","item","Cap Cluster","Forest Floor (Sunny Meadow)","chain-mush","Cap Cluster — a cluster of three mushrooms of different heights. Step 3 of 5 in the ""Forest Floor"" merge chain, so it must read as handsome: richer colour, a trim or a band, a faint sheen. One step up from the Toadstool, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/fairyring.png","item","Fairy Ring","Forest Floor (Sunny Meadow)","chain-mush","Fairy Ring — a ring of small glowing mushrooms around a mossy patch. Step 4 of 5 in the ""Forest Floor"" merge chain, so it must read as a showpiece: ornate, glowing, a few floating motes of light. One step up from the Cap Cluster, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/mossheart.png","item","Moss Heart","Forest Floor (Sunny Meadow)","chain-mush","Moss Heart — a heart-shaped mossy stone glowing softly green. Step 5 of 5 in the ""Forest Floor"" merge chain, so it must read as the crown of the chain: a small monument, radiant, unmistakably the best. One step up from the Fairy Ring, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/fibre.png","item","Plant Fibre","The Weavery (Sunny Meadow)","chain-cloth","Plant Fibre — a short twist of pale plant fibre. Step 1 of 7 in the ""The Weavery"" merge chain, so it must read as the smallest, plainest thing in its chain — tiny, humble, no decoration. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/thread.png","item","Spool of Thread","The Weavery (Sunny Meadow)","chain-cloth","Spool of Thread — a wooden spool wound with red thread. Step 2 of 7 in the ""The Weavery"" merge chain, so it must read as a step up: a little bigger, a little tidier, still found rather than made. One step up from the Plant Fibre, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/yarn.png","item","Ball of Yarn","The Weavery (Sunny Meadow)","chain-cloth","Ball of Yarn — a round ball of pink yarn with a loose end. Step 3 of 7 in the ""The Weavery"" merge chain, so it must read as clearly made, not found: neat shape, one small metal or painted detail. One step up from the Spool of Thread, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/clothbolt.png","item","Bolt of Cloth","The Weavery (Sunny Meadow)","chain-cloth","Bolt of Cloth — a rolled bolt of red cloth. Step 4 of 7 in the ""The Weavery"" merge chain, so it must read as handsome: richer colour, a trim or a band, a faint sheen. One step up from the Ball of Yarn, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/quilt.png","item","Patch Quilt","The Weavery (Sunny Meadow)","chain-cloth","Patch Quilt — a folded patchwork quilt in lilac and mint squares. Step 5 of 7 in the ""The Weavery"" merge chain, so it must read as precious: fine detailing, gold or gem accents, a soft glow around it. One step up from the Bolt of Cloth, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/tapestry.png","item","Tapestry","The Weavery (Sunny Meadow)","chain-cloth","Tapestry — a hanging tapestry on a gold rod, showing a rocket among stars. Step 6 of 7 in the ""The Weavery"" merge chain, so it must read as a showpiece: ornate, glowing, a few floating motes of light. One step up from the Patch Quilt, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/spacesuit.png","item","Patchwork Spacesuit","The Weavery (Sunny Meadow)","chain-cloth","Patchwork Spacesuit — a puffy hand-sewn spacesuit with patches and a round glass helmet. Step 7 of 7 in the ""The Weavery"" merge chain, so it must read as the crown of the chain: a small monument, radiant, unmistakably the best. One step up from the Tapestry, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/down.png","item","Down Tuft","The Nesting (Sunny Meadow)","chain-feather","Down Tuft — a soft tuft of white down. Step 1 of 6 in the ""The Nesting"" merge chain, so it must read as the smallest, plainest thing in its chain — tiny, humble, no decoration. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/plume.png","item","Feather","The Nesting (Sunny Meadow)","chain-feather","Feather — a single long violet feather. Step 2 of 6 in the ""The Nesting"" merge chain, so it must read as a step up: a little bigger, a little tidier, still found rather than made. One step up from the Down Tuft, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/nest.png","item","Twig Nest","The Nesting (Sunny Meadow)","chain-feather","Twig Nest — a round twig nest. Step 3 of 6 in the ""The Nesting"" merge chain, so it must read as clearly made, not found: neat shape, one small metal or painted detail. One step up from the Feather, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/speckegg.png","item","Speckled Egg","The Nesting (Sunny Meadow)","chain-feather","Speckled Egg — a speckled egg sitting in a scrap of nest. Step 4 of 6 in the ""The Nesting"" merge chain, so it must read as precious: fine detailing, gold or gem accents, a soft glow around it. One step up from the Twig Nest, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/songbird.png","item","Songbird","The Nesting (Sunny Meadow)","chain-feather","Songbird — a round blue songbird singing, gold chest. Step 5 of 6 in the ""The Nesting"" merge chain, so it must read as a showpiece: ornate, glowing, a few floating motes of light. One step up from the Speckled Egg, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/aviary.png","item","Aviary","The Nesting (Sunny Meadow)","chain-feather","Aviary — a domed glass birdhouse with vines and two birds inside. Step 6 of 6 in the ""The Nesting"" merge chain, so it must read as the crown of the chain: a small monument, radiant, unmistakably the best. One step up from the Songbird, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/mud.png","item","Clay Daub","The Pottery (Sunny Meadow)","chain-clay","Clay Daub — a small wet dab of terracotta clay. Step 1 of 6 in the ""The Pottery"" merge chain, so it must read as the smallest, plainest thing in its chain — tiny, humble, no decoration. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/claylump.png","item","Clay Lump","The Pottery (Sunny Meadow)","chain-clay","Clay Lump — a fist-sized lump of clay with finger marks. Step 2 of 6 in the ""The Pottery"" merge chain, so it must read as a step up: a little bigger, a little tidier, still found rather than made. One step up from the Clay Daub, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/claypot.png","item","Clay Pot","The Pottery (Sunny Meadow)","chain-clay","Clay Pot — a plain round clay pot. Step 3 of 6 in the ""The Pottery"" merge chain, so it must read as clearly made, not found: neat shape, one small metal or painted detail. One step up from the Clay Lump, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/urn.png","item","Painted Urn","The Pottery (Sunny Meadow)","chain-clay","Painted Urn — a tall urn painted with pink swirls. Step 4 of 6 in the ""The Pottery"" merge chain, so it must read as precious: fine detailing, gold or gem accents, a soft glow around it. One step up from the Clay Pot, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/kiln.png","item","Kiln","The Pottery (Sunny Meadow)","chain-clay","Kiln — a small domed brick kiln with fire glowing in its mouth. Step 5 of 6 in the ""The Pottery"" merge chain, so it must read as a showpiece: ornate, glowing, a few floating motes of light. One step up from the Painted Urn, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
"src/sprites/items/porcelain.png","item","Porcelain Vase","The Pottery (Sunny Meadow)","chain-clay","Porcelain Vase — an elegant white vase with blue patterns and a gold rim. Step 6 of 6 in the ""The Pottery"" merge chain, so it must read as the crown of the chain: a small monument, radiant, unmistakably the best. One step up from the Kiln, and its outline must be clearly different from it. Sunny Meadow palette — grass green, honey amber, warm tan, sky blue. Mobile merge-game item in the style of Travel Town: one chunky, rounded, toy-like object, soft glossy semi-3D painted rendering, bright saturated friendly colours, gentle warm key light from the upper left with one soft white highlight on the top surface, shaded side a deeper richer version of the base colour (never grey or black), a thin darker warm-brown edge line, a small soft contact shadow directly beneath. Three-quarter view from about 30 degrees above, as if sitting on a table. Isolated on a plain transparent background, centred, filling about 80% of the frame, simple bold silhouette that still reads as a 60-pixel icon. No text, no letters, no numbers, no frame, no card, no scenery, no watermark. 512x512","text, letters, numbers, watermark, signature, logo, background scenery, ground plane, frame, border, card, multiple objects, cropped, photo, photorealistic, realistic texture, grain, noise, blurry, dark, gloomy, muddy colours, neon, flat vector clip art, black outline"
